city,cities
Al Fayyum,Al Fayyum
Al Fashn,Al Fashn
Al Bawiti,Al Bawiti
Al Balyana,Al Balyana
Al Bajur,Al Bajur
Al Badari,Al Badari
Al `Ayyat,Al `Ayyat
Arish,AAC
Akhmim,Akhmim
Aja,Aga
Ad Dilinjat,Ad Dilinjat
Abu Tij,Abu Tig
Abu Qurqas,ABU QURQAS
Abu Kabir,Abu Kabir
Abu al Matamir,Abu `elwet-Matamir
Abnub,Abnub
Az Zarqa,Az Zarqa
Ain Sukhna,Ain El Sukhna
New Cairo,alqahrt aljdydt
Laayoune,Aaium
Dakhla,Ad - Dakhla
Massawa,MSW
Keren,Cheren
Barentu,Barehntu
Asmara,ASM
Assab,ASA
Mendefera,Addi Ugri
Zubia,La Zubia
Zafra,Cafra
Yecla,Ekla
Villena,Vil'ena
Villarrobledo,Billarrobledo
Vila-real,Vil'jarreal'
Villanueva de la Serena,Vil'januehva-de-la-Serena
Villajoyosa,La Vila Joiosa
Vicar,Vikar
Velez-Malaga,Beleth-Malaga
Valencia,Balenzia
Valdepenas,Val'depen'jase
Utrera,Utrera
Ubrique,Ubrique
Ubeda,Ubeda
Totana,Totana
Torrox,Torroks
Torrevieja,Malnovturo
Torre-Pacheco,Torre Pacheco
Torrent,Torrent
Torremolinos,Toremolinos
Torre del Mar,Torre del Mar
Tomelloso,Tomel'joso
Tomares,Tomares
Toledo,Taleda
Tias,Tias
Telde,Tel'de
Teguise,Teguise
Tarifa,Tarifa
Talavera de la Reina,Aebura
Tacoronte,Tacoronte
Tavernes de la Valldigna,Tabernas
Sueca,Sueca
Silla,Silla
Sevilla,Hispalis
San Vicent del Raspeig,San Vicente
Santomera,
Santa Pola,Santa Pola
Santa Lucia,Santa Lucia de Tirajana
Santafe,
Santa Eularia des Riu,Santa Eulalia del Rio
Santa Cruz de Tenerife,Sancta Crux Nivariae
Santa Cruz de la Palma,SPC
Santa Brigida,Santa Brigida
San Roque,San Roque
San Pedro del Pinatar,San Pedro del Pintar
San Pedro de Alcantara,San Pedro
San Miguel De Abona,San Miguel De Abona
Sanlucar de Barrameda,San Lucar de Barrameda
San Juan de Aznalfarache,San Juan de Aznalfarache
San Juan de Alicante,San Juan (bei Alicante)
San Javier,MJV
San Isidro,San Isidro
San Fernando,San Fernanando
La Laguna,La Laguna
San Bartolome de Tirajana,San Bartolome Tirajana
San Bartolome,San - Bartolome
Sant Antoni de Portmany,Bahia de San Antonio
Sagunto,Morvedre
Rota,ROZ
Roquetas de Mar,Roketas de Mar
Ronda,RRA
Rojales,Rojales
Rincon de la Victoria,Bezmiliana
Ribarroja del Turia,Riba-roja de Turia
Requena,Rekena
Realejo Alto,Realejo Alto
Pucol,Pucol
Puerto Real,Puehrto-Real'
Puertollano,Puehrtol'jano
Puerto del Rosario,Puehrto-del'-Rosario
Puerto de la Cruz,Puehrto-de-la-Krus
Puente-Genil,GEN
La Pobla de Vallbona,La Pobla de Vallbona
Priego de Cordoba,Pr'ego-de-Kordoba
Pozoblanco,Posoblanko
Pollenca,Pollenca
Pilar de la Horadada,El Pilar de Horadada
Picassent,Picasent
Paterna,Paterna
Palma,Ciutat de Mallorca
Palma del Rio,Pal'ma-del'-Rio
Pajara,Pajara
Paiporta,Paiporta
Osuna,Osuna
Orihuela,Auraiola
Ontinyent,Onten'ente
Onda,Onda
Oliva,Oliva
Novelda,Novel'da
Nijar,Nikhar
Nerja,Nerja
Navalmoral de la Mata,Naval'moral'-de-la-Mata
Murcia,Ciutat de Murcia
Mula,Mula
Mutxamel,Muchamiel
Motril,Motril
Moron de la Frontera,Moron
Montilla,Montil'ja
Montijo,Montijo
Moncada,Moncada
Molina de Segura,Molina
Moguer,Moger
Mogan,Mogan
Mislata,Mislata
Mijas,Mijas
Merida,Emerita Augusta
Melilla,Ciudad Autonoma de Melilla
Mazarron,Masarron
Maspalomas,Maspalomas
Massamagrell,Masamgrell
Martos,Martos
Marratxi,Marrachi
Marchena,Marchena
Marbella,Marbel'ja
Maracena,
Manzanares,Manzanares
Manises,Manises
Manacor,Manacor
Malaga,AGP
Mairena del Aljarafe,Aljarafe
Mairena del Alcor,Mairano del Alcor
Mao,Mahon
Lucena,
Los Palacios y Villafranca,Los Palacios y Villafranca
Los Llanos de Aridane,Llanos de Aridane
Los Barrios,Barrios
Los Alcazares,Alcazares
Lorca,Llorca
Lora del Rio,Lora del Rio
Loja,Lokha
Llucmajor,Llucmajor
Lliria,Liria
Linares,Linares
Lepe,Lepe
Lebrija,Lebrija
La Union,La Union
Las Torres de Cotillas,La Torres de Cotillas
Las Palmas de Gran Canaria,Kanaria Handiko Las Palmas
La Solana,La Solana
Las Cabezas de San Juan,Las Cabezas San Juan
La Roda,La Roda
La Rinconada,La Rinconada
La Orotava,La Orotava
La Oliva,La Oliva
la Nucia,La-Nusia
La Linea de la Concepcion,La Linea
L'Eliana,L'Eliana
La Carolina,La Carolina
Jumilla,Chumiella
Jerez de la Frontera,Cheres de la Frontera
Javea,Javea
Xativa,Jativa
Jaen,Aurgi
Isla Cristina,Isla-Kristina
Ingenio,Carrizal de Ingenio
Inca,Inca
Icod de los Vinos,Icod
Ibiza,Eivissa
Ibi,Ibi
Huercal-Overa,Huercal Overa
Huelva,HEV
Hellin,Ehl'in
Guimar,Guimar
Guia de Isora,Gia-de-Isora
Guardamar del Segura,Guardamar
Guadix,Acci
Granadilla de Abona,Granadil'ja-de-Abona
Granada,GRX
Gandia,Gandia
Galdar,Gal'dar
Fuengirola,FGR
Felanitx,Felanitx
Estepona,EVO
El Viso del Alcor,El Viso del Alcor
El Puerto de Santa Maria,Ehl'-Puehrto-de-Santa-Marija
El Grao,El Grao
El Ejido,Barriada El Ejido
Elda,Ehl'da
Elche,Ehl'ch
El Arahal,Arahal
Ecija,Ecija
Dos Hermanas,Dos Ermanas
Don Benito,Don Benito
Denia,Denia
Daimiel,Daimiel
Cullera,Cullera
Quart de Poblet,Cuart de Poblet
Crevillente,Crevillent
Coria del Rio,Coria del Rio
Cordoba,Cardoue
Conil de la Frontera,Conil
Coin,
Ciudad Real,CQM
Cieza,Cieza
Xirivella,Chirivel'ja
Chipiona,Chipiana
Chiclana de la Frontera,Chiclana
Cehegin,Cehegin
Catarroja,Catarroja
Castilleja de la Cuesta,Castilleja
Castello de la Plana,CDT
Cartaya,Cartaya
Cartama,Kartama
Cartagena,Cartachena
Carrizal,Carrizal de Ingenio
Carmona,Carmona
Carlet,Carlet
Carcaixent,Carcagente
Caravaca,Caravaca
Candelaria,Cancelaria
Campo de Criptana,Kampo-de-Kriptana
Campina,Campina
El Campello,Campello
Camas,Camas
Calvia,Calvia
Calp,Calp
Callosa de Segura,Callosa de Segura
Cadiz,CDZ
Caceres,Caceres
Cabra,Cabra
Burriana,Borriana
Burjassot,Bujursot
Bormujos,Bormujos
Betera,Betera
Berja,Berdza
Benidorm,Benidorm
Benetusser,
Benalmadena,Benal'madena
Baza,Baza
Barbate,Barbate
Bailen,Bailen
Baeza,Baeza
Baena,Baehna
Badajoz,Ara Pacis Augustalis
Ayamonte,Ajamonte
Atarfe,
Atamaria,Atamaria
Aspe,Asp
Arucas,Arucas
Arrecife,ACE
Arona,Aron
Armilla,Armil'ja
Arcos de la Frontera,Arcos
Archena,Archena
Antequera,Anteguera
Andujar,Anducharas
Altea,Altea
Almunecar,Al'mun'ekar
Almoradi,Al'moradi
Almonte,Al'monte
Almeria,Al'meri
Almendralejo,Al'mendralekho
Almassora,Almassora
Almansa,Al'mansa
Aljaraque,Aljaraque
Alicante,A-li-kham-thit
Alhaurin el Grande,Al'khaurin-ehl'-Grande
Alhaurin de la Torre,Al'khaurin-de-la-Torre
Alhama de Murcia,Al'khama-de-Mursija
Algemesi,Al'khemesi
Algeciras,AEI
Alfafar,Al'fafar
Aldaia,Al'dajja
Alcudia,Alcudia
Alcoy,Al'ka
Alzira,Al'sira
Alcazar de San Juan,Al'kasar-de-San-Khuan
Alcantarilla,Al'kantaril'ja
Alcala la Real,Aebura
Alcala de Guadaira,Al'kala-de-Gvadaira
Alboraya,Al'boraja
Albolote,
Albal,Albal
Albacete,ABC
Alaquas,Alacuas
Aguimes,Agueimes
Aguilas,Agilas
Adra,Abdera
Adeje,Adeche
Grao de Murviedro,
Zarautz,Zarautz
Zaragoza,Caesaraugusta
Zamora,Samora
Viveiro,
Gasteiz / Vitoria,Bittorixa
Vinaros,Vinaros
Villaviciosa de Odon,Vil'javisiosa-de-Odon
Villaverde,
Villaquilambre,Vil'jakilambre
Vilanova i la Geltru,Vilanova
Villanueva del Pardillo,Villanueva del Pardillo
Villanueva de la Canada,Villanueva de la Canada
Vilalba,Vilalba
Vilagarcia de Arousa,Vilagarcia
Vilafranca del Penedes,Vil'jafranka-del'-Penedes
Vila-seca,Vila-seca
Vilaseca,Vila-seka
Viladecans,Biladakans
Vigo,Bigo
Vic,Vic
Vicalvaro,Vicalvaro distritu
El Vendrell,El Vendrell
Valls,Val's
Valladolid,Lungsod ng Valladolid
Valdemoro,Val'demoro
Rivas-Vaciamadrid,Vaciamadrid
Utebo,Utebo
Tui,Tui
Tudela,EEL
Tortosa,Tortosa
Torrelodones,
Torrelavega,Torelavega
Torrejon de Ardoz,Torechon de Ardosas
Torredembarra,Torredembara
Tordera,Tordera
Tolosa,Tolosa
Tetuan de las Victorias,Tetuan
Teruel,Provincia Terulium
Teo,Santa Maria
Tarrega,Tarrega
Terrassa,Terasa
Tarragona,QGN
Tarancon,Tarancon
Soria,Soria
Sitges,Sitges
Sestao,Sestao
Sesena,
Segovia,Segovia
Cerdanyola del Valles,Cerdanyola
Sant Vicenc dels Horts,Sant Vicenc dels Horts
Barakaldo,Baracaldo
Santurtzi,Santurce
Sants,Sants
Sant Just Desvern,Sant Just Desvern
Santiago de Compostela,Compostela
Santa Perpetua de Mogoda,Santa Perpetua de Mogoda
Santander,Portus Victoriae Iuliobrigensium
Barbera del Valles,Barbera Del Valles
Santa Uxia de Ribeira,Reviera
Santa Coloma de Gramenet,Santa Coloma de Gramenet
San Sebastian de los Reyes,S.S. de los Reyes
San Sebastian,Donosti
Sant Quirze del Valles,San Quirico de Tarrasa
Sant Pere de Ribes,San Pedro de Ribas
San Martin de la Vega,San Martin de la Vega
San Lorenzo de El Escorial,El Escorial
Vilassar de Mar,Vilassar de Mar
Sant Joan Despi,Sant Joan Despi
Sanxenxo,Sangenjo
San Fernando de Henares,San Fernando de Enares
Sant Feliu de Llobregat,Feliu-de-L'obregat
Sant Feliu de Guixols,San Feliu de Gisols
Sant Cugat del Valles,Sant Cugat
Sant Celoni,San Celoni
Sant Carles de la Rapita,San Carlos des la Rapida
Sant Boi de Llobregat,Sant Boi de Llobregat
Sant Andreu,Distrito Sant Andreu
San Andres del Rabanedo,San Andres de Rabanedo
Sant Andreu de la Barca,San Andres de la Barca
Sant Adria de Besos,San Adrian de Besos
Sama,Langreo
Salt,Salt
Salou,Salou
Salamanca,Helmantica
Sabadell,QSA
Rubi,Rubi
Roses,Rhode
Ripollet,Ripol'et
Ribeira,Ribeira
Reus,REU
Errenteria,Errenteria
Redondela,Redondela
Puente de Vallecas,Barrio Puente de Vallecas
Ponteareas,
Premia de Mar,Premia de Mar
Pozuelo de Alarcon,Posuehlo-de-Alarkon
Poio,San Juan
Portugalete,Portu
Porrino,O Porrino
Pontevedra,PTE
Ponferrada,PFE
Plasencia,Plasence
Pinto,Pinto
Pineda de Mar,Pineda
Parla,Parla
Parets del Valles,Parets del Valles
Pamplona,Iruinea
Palencia,Liste del villagies locata in Palencia
Palamos,Palamos
Palafrugell,Palafrugell
Oviedo,Aueda
Oria,Oria
Ourense,OUQ
Olot,Olot
Olesa de Montserrat,Olesa
Oleiros,Alejras
Nigran,Nigran
Navalcarnero,Naval'karnero
Naron,Naron
Mungia,Mungia
Mostoles,Monsteles
Moratalaz,Barrio Moratalaz
Monzon,Montso
Montornes del Valles,Montornes del Valles
Monforte de Lemos,Monforte
Arrasate / Mondragon,Arrasate
Montcada i Reixac,Moncada i Reixac
Mollet del Valles,Mollet del Valles
Molins de Rei,Molins
Moana,Moan'ja
Miranda de Ebro,Miranda
Mieres,M'eres
Mejorada del Campo,Mejorada del Campo
Medina del Campo,Medina del Campo
Mataro,Iluro
El Masnou,el Masnou
Martorell,Martorel'
Marin,Marin
Manresa,Manresa
Manlleu,Manl'eu
Malgrat de Mar,Malgrat de Mar
Majadahonda,Majadahonda
Madrid,La Villa y Corte de Madrid
Lugo,LUY
Logrono,Lagron'ja
Lloret de Mar,L'oret-de-Mar
Llodio,Laudio
Lleida,ILD
Leon,Ciuda de Llion
Leioa,Leioa
Leganes,Legamar
Las Rozas de Madrid,Las Rozas
Lasarte,Lasarte
La Sagrera,Barrio La Sagrera
 Santa Caterina i La Ribera,Sant Pere
La Pineda,La Pineda
Lalin,Lalin
Laguna de Duero,Laguna de Duero
A Estrada,La Estrada
A Coruna,A Coruna
Irun,Irun
Illescas,Il'eskas
Igualada,Igualada
Humanes de Madrid,
Huesca,Gueesca
L'Hospitalet de Llobregat,Hospitalet de Llobregat
Hortaleza,Casco historico de Hortaleza
Horta,Horta
Hernani,Ehrnani
Gernika-Lumo,Gernika
Getxo,Getxo
Guadalajara,GDU
Granollers,Granollers
Gracia,Districte de Gracia
Gijon,Chichonas
Getafe,Chetafe
Girona,GRO
Gava,Gava
Gamonal,Gamonal
Galdakao,Gal'dakano
Galapagar,Galapagar
Fuenterrabia,Fontarabie
Fuenlabrada,Fons Laborata
Figueres,Figeras
Esplugues de Llobregat,Esplugues de Llobregat
Esparreguera,Esparreguera
Ermua,Ehrmua
Erandio,Ehrandio
El Prat de Llobregat,Al-Prat-da-Ljubragat
Ferrol,El Ferrol
El Astillero,Astillero
el Raval,Barrio el Raval
Ejea de los Caballeros,Egea de los Caballeros
Eibar,Ehibar
Durango,Durango
Culleredo,Culleredo
Cuenca,CEJ
Coslada,Coslada
Cornella de Llobregat,Cornella de Llobregat
Colmenar Viejo,Kol'menar-V'ekho
Collado-Villalba,Collado Villalba
el Clot,Barrio El Clot
Ciudad Lineal,Barrio Ciudad Lineal
Ciutadella,Ciudadela
Ciempozuelos,
Chamartin,Chamartin
Castro-Urdiales,Castro Urdiales
Castelldefels,Castelldefels
Castellar del Valles,
Cardedeu,Cardedeu
Carballo,Carballo
Canovelles,Canovellas
Cangas do Morrazo,Cangas
Cambrils,Cambrils
Cambre,Cambre
Camargo,Camargo
Calella,Calella
Caldes de Montbui,Caldes de Montbui
Calatayud,Calataiud
Calahorra,Calagorra
Calafell,Calafell
Burlata,Burlada
Burgos,Bourgos
Boiro,Boiro
Boadilla del Monte,Boadil'ja-del'-Monte
Blanes,Blanes
Bilbao,BIO
Bermeo,Bermeo
Berga,Berga
Benicassim,Benicasim
Benicarlo,Benicarlo
Benavente,Benavente
Bejar,Bejar
la Barceloneta,Barceloneta
Barcelona,BCN
Barbastro,Balbastro
Baranain,Baran'jajn
Barajas de Madrid,Barajas
Banyoles,Banolas
Balaguer,Balaguer
Badalona,Badalona
Azuqueca de Henares,Asukeka-de-Ehnares
Aviles,Aviles
Avila,AVJ
Arteixo,
Arganda,Arganda
Arenys de Mar,Aren's-de-Mar
Aranjuez,Aranchuesas
Aranda de Duero,Aranda
Amposta,Amposta
Amorebieta,Amorebieta
Ames,Ames
Algorta,Algorta
Algete,Algete
Alcorcon,Al'karkon
Alcobendas,Al'kobendas
Alcaniz,Al'kan'is
Alcala de Henares,Al'kala-de-Ehnares
Nou Barris,Distrikt Nou Barris
Pinar de Chamartin,
Playa del Ingles,Plaja del' Ingles
Puerto del Carmen,Puehrto-del'-Karmen
Ceuta,Ceuta
Moncloa-Aravaca,Moncloa
Eixample,Ashjampla
Les Corts,Distrito Les Corts
Sarria-Sant Gervasi,Distrito Sarria-Sant Gervasi
Horta-Guinardo,Distrikt Horta-Guinardo
Sants-Montjuic,District de Sants-Montjuic
Sant Marti,Districte de Sant Marti
Ciutat Vella,Ciutat Vella
Arganzuela,Argansuela
San Blas-Canillejas,Distrito San Blas
Latina,Distrito Latina
Usera,Distrito Usera
Salamanca,Distrito Salamanca
Chamberi,Camberio
Carabanchel,Carabanchel distritu
City Center,Madrid Centro
Retiro,Districte de Retiro
Barri Gotic,Barri Gotic
Poble Sec,
Hostafrancs,
La Bordeta,
La Bonanova,Bonanova
Las Tres Torres,
el Poblenou,
El Carmel,El Carmelo
l'Alfas del Pi,Alfas Del Pi
Las Gabias,
Delicias,
Almozara,Al'mozara
Montecanal,
Oliver-Valdefierro,
Santutxu,
Fort Pienc,
Dreta de l'Eixample,
Vallcarca,Vallcarca
Sagrada Familia,
Sant Marti de Provencals,Provencals
Los Realejos,Los-Realekhos
Pasaia,Pasaja
Basauri,Basauri
Llefia,
Corvera de Asturias,Corvera
Tres Cantos,Tres Cantos
Iturrama,
Ermitagana,
Primer Ensanche,
Segundo Ensanche,
Fuencarral-El Pardo,
Villa de Vallecas,Valjeko
Natahoyo,
Sarria,
l'Antiga Esquerra de l'Eixample,
el Baix Guinardo,
la Prosperitat,
el Putxet i el Farro,
Provenals del Poblenou,
Sant Antoni,
la Vila de Gracia,
la Nova Esquerra de l'Eixample,
Porta,
Sants - Badal,
la Maternitat i Sant Ramon,
Sant Gervasi - Galvany,
el Camp d'en Grassot i Gracia Nova,
la Marina de Port,
Vilapicina i la Torre Llobeta,
el Camp de l'Arpa del Clot,
Navas,
la Guineueta,
les Roquetes,
la Verneda i la Pau,
el Turo de la Peira,
el Besos i el Maresme,
el Guinardo,
Barri de Sant Andreu,
Barri de les Corts,
Ziway,Ziway
Yirga `Alem,Abosto
Yabelo,Iavello
Werota,Wereta
Wenji,Uongi
Tepi,TIE
Shashemene,Sciasciamanna
Shambu,Sciambo
Shakiso,SKR
Sebeta,Sebeta
Robit,
Nejo,NEJ
Nazret,Adama
Mojo,Maggio
Metu,Mattu
Metahara,Matahara
Mendi,Mandi
Mek'ele,MQX
Maych'ew,Mai Ceu
Korem,Koram
K'olito,Alaba
Kibre Mengist,Adola
Kemise,Cascim
Kombolcha,Cambolcia
Jinka,Jinka
Jimma,Djimma
Jijiga,Djidjiga
Inda Silase,Enda Salassie
Hosa'ina,Hosa'ina
Harar,Charar
Hagere Hiywet,Agere Hiywet
Gondar,GDQ
Goba,GOB
Waliso,Chitu
Ginir,GNN
Gimbi,GHD
Genet,Genet
Gelemso,Galamso
Gebre Guracha,Cuyu
Gambela,GMB
Finote Selam,Fenote Selam
Fiche,Feche
Felege Neway,Felege Neway
Dubti,Dubti
Dodola,Dodola
Dire Dawa,D'ire Daua
Dila,Dila
Dese,Dase
Dembi Dolo,DEM
Bishoftu,Biscioftu
Debre Tabor,DBT
Debre Mark'os,DBM
Debre Birhan,Dabra Berham
Debark',Dabark'
Butajira,Butajera
Bure,Bure
Bonga,Bonga
Boditi,Boditi
Bichena,Bechana
Bedesa,Bedesa
Bedele,Beddele
Bati,Bati
Bako,Bachio
Bahir Dar,BJR
Hawassa,AWA
Asosa,ASO
Asbe Teferi,Asba Littorio
Asaita,Aisaita
Asasa,Asasa
Areka,Ancheto
Arba Minch,AMH
Axum,AXU
Hagere Maryam,Agere Mariam
Agaro,Agaro
Adis Zemen,Addis Zaman
Addis Ababa,ADD
Adigrat,Adigrat
Adet,Addiet
Abomsa,Abomsa
Sodo,
Yloejaervi,Ylajarvi
Vuosaari,54
Vihti,Vichtis
Varkaus,VRK
Vantaa,Vanda
Valkeakoski,QVK
Vaasa,Nikolainkaupunki
Uusikaupunki,Neostadium
Tuusula,Thusby
Turku,Abo
Tornio,Duortnus
Tampere,TMP
Siilinjaervi,Siilinjaervi
Sibbo,Sibba
Seinaejoki,OEstermyra
Savonlinna,Nyslott
Salo,Sala
Rovaniemi,RVN
Riihimaeki,Regimaegi
Rauma,QZU
Raisio,Raisio
Raahe,Brahestad
Pori,Arctopolis
Pirkkala,Birkala
Oulu,OUL
Nurmijaervi,Nurmijaervi
Nokia,Nokia
Munkkiniemi,30
Mikkeli,MIK
Mellunkylae,47
Maentsaelae,Maentsaelae
Lovisa,Loviisa
Loimaa,Loimaa
Lohja,Logja
Lieto,Lieto
Lempaeaelae,Lembois
Lauttasaari,31
Laukaa,Lauka
Lappeenranta,LPP
Lahti,Lachti
Kirkkonummi,Kirkkonummi
Kuusamo,Guossan
Kuopio,KUO
Kouvola,Kouvol
Kotka,Kotk
Korsholm,Korsholm
Kokkola,Carolina Vetus
Kerava,Kerava
Kemi,Giepma
Karhula,Karhula
Kangasala,Kangasala
Kallio,11
Kajaani,Caianeburgum
Kaarina,Kaarina
Kaarela,33
Jyvaeskylae,Granivicus
Joensuu,JOE
Jaervenpaeae,Jaervenpaeae
Janakkala,Janakkala
Jaemsae,Jaemsae
Jakobstad,Jakobstad
Imatra,Imatra
Iisalmi,Idensalmi
Hyvinge,Hyvinge
Hollola,Hollola
Helsinki,Elsin'ki
Heinola,Heinola
Haukipudas,Chaoukipountas
Hamina,Fredericia
Haemeenlinna,Gjameenlinna
Forssa,Forsa
Espoo,Ehspoo
Porvoo,Borga
Anjala,Anjala
Vaestaboland,Laensi-Turunmaa
Suva,SUV
Nadi,NAN
Lautoka,Lautok
Labasa,LBS
Stanley,PSY
Palikir - National Government Center,Palakir
Torshavn,Havn
Yerres,Jer
Wittenheim,Vittenajm
Wattrelos,Vatrelo
Wasquehal,Vaskeal
Voiron,Voiron
Vitry-sur-Seine,Port-de-Marat
Vitry-le-Francois,Vitri-le-Fransua
Vitrolles,Vitrol'
Vitre,Bitre
Viry-Chatillon,Viri Shatijon
Viroflay,Viroflay
Vincennes,Vensen
Villiers-sur-Marne,Vil'e-sjur-Marn
Villiers-le-Bel,Vil'e-le-Bel'
Villeurbanne,Vijjorban
Villers-les-Nancy,Ville-le-Nansi
Villepinte,Villepinte
Villeparisis,Vil'parizi
Villeneuve-sur-Lot,Vil'nev-sjur-Lo
Villeneuve-Saint-Georges,Vil'nev-Sen-Zhorzh
Villeneuve-le-Roi,Vil'nev-le-Rua
Villeneuve-la-Garenne,Vil'nev-la-Garenn
Villenave-d'Ornon,Vilanava
Villemomble,Vil'mombl'
Villejuif,Vil'zhjuif
Villefranche-sur-Saone,Commune-Franche
Villefontaine,Vil'fonten
Vigneux-sur-Seine,Vigneux
Vierzon,V'erzon
Vienne,V'enn
Vichy,VHY
Vesoul,Vesoul
Vertou,Gwerzhav
Versailles,Berceau-de-la-Liberte
Verrieres-le-Buisson,Verr'er-le-Bjuisson
Vernon,Vernon
Verneuil-sur-Seine,Vernej-sjur-Sen
Verdun,Ferdun
Venissieux,Venis'e
Vendome,Vandom
Vence,Vans
Velizy-Villacoublay,Velizi Vilakuble
Vaureal,Lieux
Vaulx-en-Velin,Vaulx
Vanves,Vanv
Vannes,Dariorigum
Vandoeuvre-les-Nancy,Vandevr le Nansi
Vallauris,Valauria
Valenciennes,Valans'en
Valence,VAF
Tulle,Byen Tulle
Troyes,QYR
Tremblay-en-France,Tramble an Frans
Trappes,Trap
Tours,Augusta-Turonum
Tournefeuille,Brumaire
Tourlaville,Tourlaville
Tourcoing,Terkoeje
Toulouse,Lapangan Terbang Blagnac
Toulon,Port-la-Montagne
Toul,La Moselle
Torcy,Torcy
Thonon-les-Bains,Thonon
Thionville,Diddenuewen
Thiais,T'e
Tergnier,Tergnier
Taverny,Taverni
Tassin-la-Demi-Lune,Tassen-la-Demi-Ljun
Tarbes,Tarb
Talence,Talans
Suresnes,Siren
Sucy-en-Brie,Sisi an Bri
Strasbourg,Argentoratum
Stains,Stains
Sotteville-les-Rouen,Sottevil'-le-Ruan
Sorgues,Sorgues
Soisy-sous-Montmorency,Emile
Soissons,Soason
Six-Fours-les-Plages,Si For le Plazh
Sin-le-Noble,Sen-le-Nobl'
Seynod,Sejno
Sevres,Separa
Sevran,Sevran
Sete,Set
Sens,Agedincum
Senlis,Senlis
Selestat,Schlestadt
Sedan,Sedan
Schiltigheim,Schilige
Sceaux,Sceaux
Savigny-sur-Orge,Savigny
Savigny-le-Temple,Savigny
Saumur,Salmurium
Sartrouville,Sartrouville
Sarreguemines,Germunda
Sarcelles,Sarcelles
Saran,Saran
Sannois,Sannois
Sanary-sur-Mer,Sanari-sjur-Mer
Salon-de-Provence,Salon
Sallanches,Salenches
Saint-Sebastien-sur-Loire,Engnia
Saint-Raphael,Barraton
Saint-Quentin,Egalite-sur-Somme
Saint-Priest,Beau-Priest
Saint-Pol-sur-Mer,Saint-Po-dsu-Mer
Saint-Pierre-des-Corps,La Clarte-Republicaine
Saint-Ouen-l'Aumone,L'Aumone-la-Montagne
Saint-Ouen,Bain-sur-Seine
Saint-Omer,Saint-Omer
Saint-Nazaire,Fanum Sancti Nazarii in Sinnuario
Saint-Michel-sur-Orge,Saint-Michel
Saint-Medard-en-Jalles,Fulminant
Saint-Maximin-la-Sainte-Baume,Marathon
Saint-Maur-des-Fosses,Saint-Maur
Saint-Martin-d'Heres,Heres-la-Montagne
Saint-Mande,Saint-Mande
Saint-Malo,Commune-de-la-Victoire
Saint-Loup,
Saint-Louis,Saint-Louis
Saint-Lo,Briovera
Saint-Leu-la-Foret,Claire-Fontaine
Saint-Leu,Saint-Leu
Saint-Laurent-du-Var,Saint-Laurent
Saint-Jean-de-la-Ruelle,Saint-Jean
Saint-Jean-de-Braye,Saint-Jean-de-Braye
Saint-Herblain,Saint-Herblain
Saint-Gratien,Saint-Gratien
Saint-Germain-en-Laye,Montagne-du-Bon-Air
Saint-Genis-Laval,Genis-le-Patriote
Saint-Fons,Saint-Fons
Saint-Etienne-du-Rouvray,Saint-Etienne
Saint-Etienne,Armes-Ville
Saintes,Saintes
Sainte-Marguerite,
Sainte-Genevieve-des-Bois,Colbert-la-Reunion
Sainte-Foy-les-Lyon,Beauvais-l'Isle-Barbe
Saint-Egreve,Saint Egreve
Saint-Dizier,Saint-Dizier
Saint-Die-des-Vosges,Saint-Die
Saint-Denis,Kamuna Sen-Dehni
Saint-Cyr-sur-Loire,Belle-Cote
Saint-Cyr-l'Ecole,Libreval
Saint-Cloud,La Montagne-Cherie
Saint-Chamond,Mont-Rousseau
Saint-Brieuc,Fanum Sancti Brioci
Saint-Avold,Rosselgene
Saint-Avertin,Saint-Avertin
Saint-Amand-les-Eaux,Elnon-Libre
Rueil-Malmaison,Rijej Malmezon
Royan,RYN
Rouen,Erruan
Roubaix,Robaais
Rosny-sous-Bois,Redomatum
Ronchin,Ronchin
Romorantin-Lanthenay,Romarantin
Romans-sur-Isere,Roman-sjur-Izer
Romainville,Romainville
Roissy-en-Brie,Roasi an Bri
Rodez,RDZ
Rochefort,RCO
Roanne,RNE
Ris-Orangis,Brutus
Riom,R'om
Rillieux-la-Pape,Rije le Pap
Reze,Ratiatum
Rennes,Condate Redonum
Reims,Durocortorum
Rambouillet,Rambolitum
Quimper,Coriosopitum
Puteaux,Pito
Port-de-Bouc,Lo Port de Boc
Pontoise,POX
Pontivy,Pondi
Pontarlier,Pontarl'e
Pont-a-Mousson,Mussipons
Poitiers,PIS
Poissy,Pinciacum
Ploemeur,Planvour
Plaisir,Plaisir
Plaisance-du-Touch,Plaisance
Pierrefitte-sur-Seine,P'errfitt-sjur-Sen
Pessac,Pecac
Pertuis,Pertuis
Perpignan,PGF
Perigueux,PGX
Pau,PUF
Paris,Baariis
Pantin,Panten
Pamiers,Appamiae
Palaiseau,Palaiseau
Ozoir-la-Ferriere,Ozoar la Ferje
Oyonnax,Ojonaks
Outreau,Outreau
Oullins,Oullins
Osny,Oni
Orvault,Orsvaldum
Orsay,Orsay
Orly,Orli
Orleans,Arlean
Orange,Arausio
Olivet,Oliva
Octeville,Octeville
Noyon,Noajon
Noisy-le-Sec,Noazi
Noisy-le-Grand,Noazi le Gran
Noisiel,Noisiel
Nogent-sur-Oise,Nogent
